username,password,password_hash,first_name,last_name,Department,Gender,HSC,SSC,Income,Hometown,Computer,Preparation,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall
dverma,D51!c7@1,e8418faca588d70afb9d19e2f2a4f9dcaeec64528b4fb5b7efb24e10ab29a7c7,Dinesh,Verma,Computer Science and Engineering,Male,4.0,4.33,"Low (Below 15,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,1,No,7th,2.69,3.1
amishra,C00!22@1,1be133d2708397017bf645b4fc0f4e59940c43ca64e519b8f06fc0d2b69a644e,Ankit,Mishra,Computer Science and Engineering,Male,4.83,5.0,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,More than 3 Hours,60%-79%,No,3,No,7th,2.83,3.1
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rohit,Singh,Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,3,More than 3 Hours,0-1 Hour,80%-100%,No,3,Yes,4th,3.11,3.11
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rajesh,Choudhary,Computer Science and Engineering,Male,3.42,4.63,"Low (Below 15,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.13,3.13
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rohit,Choudhary,Computer Science and Engineering,Male,4.33,4.68,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,2nd,3.13,3.13
kverma,741!98@1,2589dbf7d261b545b0f2be5d8f1cf7b922afda843a09c74392dbe7df8a43bf9b,Kavita,Verma,Computer Science and Engineering,Female,4.0,5.0,"Lower middle (15,000-30,000)",City,3,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,2nd,3.13,3.13
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rahul,Kumar,Computer Science and Engineering,Male,3.08,4.06,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,2nd,3.13,3.13
akumar,C5c!28@1,6a3675d218862476fba37b4d041f25722f21e6e979c9544bc5a0b72d9eb02122,Ankit,Kumar,Computer Science and Engineering,Male,3.92,5.0,"Low (Below 15,000)",Village,4,2-3 Hours,2-3 Hours,60%-79%,No,3,No,9th,3.34,3.15
vgupta,537!9f@1,a09d54669d8c44eadffd38c88f83dd42b94d1c20591bd0fd6596cc72239bd0c6,Vivek,Gupta,Computer Science and Engineering,Male,4.44,5.0,"Low (Below 15,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,4,No,9th,3.3,3.15
pverma,7d8!53@1,3f58c666b3669beea18005f8228155fe4cd0e8ebdb2289c977393dcf08061749,Pooja,Verma,Computer Science and Engineering,Female,3.92,5.0,"High (Above 50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,8th,3.34,3.15
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rajesh,Sharma,Computer Science and Engineering,Male,3.42,4.17,"High (Above 50,000) ",City,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,7th,3.33,3.15
akumar,C5c!28@1,6a3675d218862476fba37b4d041f25722f21e6e979c9544bc5a0b72d9eb02122,Anjali,Kumar,Computer Science and Engineering,Female,4.58,5.0,"High (Above 50,000) ",City,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,7th,3.33,3.15
nyadav,24f!58@1,8546d6a9276e5c29057ae4696d4ce8a3693e0125470a5d59b9aa976f7d6938cd,Neha,Yadav,Computer Science and Engineering,Female,3.83,5.0,"High (Above 50,000) ",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,7th,3.33,3.15
njain,390!2e@1,b1ff5e2b31ef044fb0fc4e50cde364255c5b08bf9a7909181d25e60949f9d654,Neha,Jain,Computer Science and Engineering,Female,4.5,5.0,"Upper middle (30,000-50,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,4,No,5th,3.3,3.15
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rahul,Sharma,Computer Science and Engineering,Male,4.75,5.0,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,2nd,3.16,3.16
psingh,5c7!2e@1,a52a786dd2e512f93ad7742ce7a4fe8cb7b6575b9e416b46d0bc72456b920e86,Prakash,Singh,Computer Science and Engineering,Male,4.19,4.36,"Lower middle (15,000-30,000)",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.19,3.19
ayadav,3a4!dc@1,9c6c1ec57281f3fa0601414b868a46d661fda4f899a1953d46eddbc3c0dc04b0,Ankit,Yadav,Computer Science and Engineering,Male,3.5,4.73,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,2nd,3.19,3.19
vyadav,842!f4@1,6dfa09fd777695793c6a10b5536543780147de85cb6d02d026f5e6b2aa24350e,Vikram,Yadav,Computer Science and Engineering,Male,3.38,5.0,"Lower middle (15,000-30,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.19,3.19
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rajesh,Verma,Computer Science and Engineering,Male,4.0,5.0,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,More than 3 Hours,60%-79%,Yes,4,No,2nd,3.19,3.19
rgupta,E08!18@1,03632429eee720389e149cd862773349f27ef308483a6105591d69a3f38f4b02,Rajesh,Gupta,Computer Science and Engineering,Male,3.8,4.56,"Upper middle (30,000-50,000)",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.21,3.21
vsingh,024!3a@1,80023e8e016ec81870907ee3e9d3c8284ea36df515dd12e63949011dbcb5883c,Vikram,Singh,Computer Science and Engineering,Male,4.0,4.88,"Upper middle (30,000-50,000)",Village,3,More than 3 Hours,More than 3 Hours,80%-100%,No,3,No,8th,3.27,3.22
dkumar,8b6!80@1,b756de28bf1eb8ddceaa4598864084239ffc5f9c6da9c24edcf9385c81299c83,Dinesh,Kumar,Computer Science and Engineering,Male,4.2,5.0,"Lower middle (15,000-30,000)",City,5,2-3 Hours,More than 3 Hours,80%-100%,Yes,4,Yes,11th,3.02,3.25
vverma,A66!08@1,6caa7a1b48534accc73b3fac6473b7f4604b68652052dc866530171d15b9a672,Vikram,Verma,Computer Science and Engineering,Male,3.67,5.0,"Low (Below 15,000)",City,5,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,10th,3.09,3.25
vkumar,2bc!e6@1,03f84da3570a9c36ed9f6bf8ccb1f6e4469f441488f4eb0ce7234271c39e698a,Vikram,Kumar,Computer Science and Engineering,Male,3.5,4.88,"Low (Below 15,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,10th,3.1,3.25
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rajesh,Verma,Computer Science and Engineering,Male,3.5,4.56,"Low (Below 15,000)",Village,3,0-1 Hour,More than 3 Hours,60%-79%,No,5,Yes,10th,3.01,3.25
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rohit,Verma,Computer Science and Engineering,Male,4.0,4.88,"Upper middle (30,000-50,000)",City,5,2-3 Hours,More than 3 Hours,40%-59%,Yes,4,No,8th,3.08,3.25
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rajesh,Verma,Computer Science and Engineering,Male,3.93,5.0,"Lower middle (15,000-30,000)",City,2,2-3 Hours,More than 3 Hours,40%-59%,No,5,Yes,8th,3.04,3.25
pgupta,475!81@1,4a1454554da1e393587702ec98bdd75e278c4483f22107730b9a17f24e2f821b,Prakash,Gupta,Computer Science and Engineering,Male,4.08,5.0,"Lower middle (15,000-30,000)",City,4,2-3 Hours,More than 3 Hours,40%-59%,No,4,No,8th,3.04,3.25
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rahul,Verma,Computer Science and Engineering,Male,4.33,4.81,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,8th,3.22,3.25
vpatel,A8f!aa@1,0eeaff7a05dd2a52806ebe1b033d0916ba603e051a2c73c1fe56f4f90d28c685,Vivek,Patel,Computer Science and Engineering,Male,4.25,5.0,"Lower middle (15,000-30,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,8th,3.11,3.25
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rohit,Jain,Computer Science and Engineering,Male,4.1,5.0,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,8th,3.1,3.25
akumar,C5c!28@1,6a3675d218862476fba37b4d041f25722f21e6e979c9544bc5a0b72d9eb02122,Anjali,Kumar,Computer Science and Engineering,Female,3.87,4.94,"Upper middle (30,000-50,000)",City,3,2-3 Hours,More than 3 Hours,40%-59%,No,5,Yes,7th,3.08,3.25
ksharma,1a3!49@1,b6e02a4a6696d2f78f539b19dc8620ae3ab259cfa4a5d8682fae002d1effd39e,Kavita,Sharma,Computer Science and Engineering,Female,4.58,5.0,"Upper middle (30,000-50,000)",City,4,2-3 Hours,More than 3 Hours,40%-59%,No,4,No,6th,3.04,3.25
rmishra,43d!7a@1,1e3af4a490fe524dc604cedce2cabd9ae965dcd582e545bcdf8b0dcde818e31a,Rahul,Mishra,Computer Science and Engineering,Male,3.83,5.0,"High (Above 50,000)",Village,4,0-1 Hour,More than 3 Hours,60%-79%,No,4,No,5th,3.0,3.25
psingh,5c7!2e@1,a52a786dd2e512f93ad7742ce7a4fe8cb7b6575b9e416b46d0bc72456b920e86,Prakash,Singh,Computer Science and Engineering,Male,4.5,4.28,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,40%-59%,No,3,Yes,5th,3.05,3.25
schoudhary,Bc8!22@1,03796808ef2542b9024523b3b313131baf3cfeeae16805c5a21d6c05771d0e46,Sunita,Choudhary,Computer Science and Engineering,Female,4.0,5.0,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,More than 3 Hours,40%-59%,No,5,Yes,5th,3.08,3.25
agupta,Efb!af@1,6ccd409166fd6d38660ca386877d7d64aabe1a2e93bbd7dd855b32717d8f0c23,Anjali,Gupta,Computer Science and Engineering,Female,4.0,5.0,"Low (Below 15,000) ",Village,1,2-3 Hours,More than 3 Hours,40%-59%,No,5,Yes,5th,3.08,3.25
msharma,Cb6!61@1,a3f7a2afaa739eba28a4ad354c83636541ff2fc7b9ed226985d24bba866bbae4,Meera,Sharma,Computer Science and Engineering,Female,3.83,5.0,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,More than 3 Hours,40%-59%,No,4,No,3rd,3.06,3.25
dyadav,C43!f1@1,a778e2277ace1032adcc77d81f22e7bdf0c12d331d41e93f9e8f44f5b76feddd,Dinesh,Yadav,Computer Science and Engineering,Male,3.67,5.0,"High (Above 50,000)",City,3,0-1 Hour,More than 3 Hours,60%-79%,No,4,No,3rd,3.0,3.25
spatel,956!07@1,56f072a5340bfeab38eb1a5405e3045e385523059bd0f6c4520ace3ce2c1ee76,Sneha,Patel,Computer Science and Engineering,Female,3.92,4.18,"Upper middle (30,000-50,000)",City,5,2-3 Hours,More than 3 Hours,40%-59%,No,3,Yes,3rd,3.08,3.25
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rohit,Choudhary,Computer Science and Engineering,Male,3.5,4.81,"Low (Below 15,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.25,3.25
dmishra,9e8!d6@1,b1581f5d2797095c05fdfc2cb9246b2a3c5bbc4590bb58345bf051aad950e90e,Dinesh,Mishra,Computer Science and Engineering,Male,3.07,4.85,"Low (Below 15,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.25,3.25
psharma,Fde!83@1,4c2c4fcaa4ad1b735bd1eba35413e6fb94ebb84d44550c5ebc49ce8b58d4aa7b,Prakash,Sharma,Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.25,3.25
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rajesh,Choudhary,Computer Science and Engineering,Male,4.08,5.0,"Low (Below 15,000)",Village,2,2-3 Hours,2-3 Hours,60%-79%,No,4,No,2nd,3.25,3.25
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rahul,Sharma,Computer Science and Engineering,Male,3.83,5.0,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.25,3.25
apatel,45a!6d@1,f59cec2e950eea894f5d55d649a56f7685a1504d63ea2843bb959c4258efe2f7,Amit,Patel,Computer Science and Engineering,Male,3.58,4.83,"High (Above 50,000)",Village,2,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.25,3.25
rmishra,43d!7a@1,1e3af4a490fe524dc604cedce2cabd9ae965dcd582e545bcdf8b0dcde818e31a,Rahul,Mishra,Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.25,3.25
syadav,52a!6b@1,7cdbca5219132f640c53fa56ce686203fbce00745582f8e2b7be53210ba6aef3,Suresh,Yadav,Computer Science and Engineering,Male,4.25,5.0,"Low (Below 15,000) ",Village,5,2-3 Hours,2-3 Hours,60%-79%,No,2,Yes,2nd,3.25,3.25
sverma,A9d!12@1,095a351153c4e98385985886dc0f460288ac353919120cf1aaf2dbf6150058db,Suresh,Verma,Computer Science and Engineering,Male,4.42,4.86,"Lower middle (15,000-30,000)",City,2,2-3 Hours,2-3 Hours,60%-79%,No,4,No,2nd,3.25,3.25
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rohit,Kumar,Computer Science and Engineering,Male,4.5,4.86,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.25,3.25
syadav,52a!6b@1,7cdbca5219132f640c53fa56ce686203fbce00745582f8e2b7be53210ba6aef3,Sunita,Yadav,Computer Science and Engineering,Female,3.75,4.59,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,2-3 Hours,60%-79%,No,2,Yes,2nd,3.25,3.25
sverma,A9d!12@1,095a351153c4e98385985886dc0f460288ac353919120cf1aaf2dbf6150058db,Sunita,Verma,Computer Science and Engineering,Female,4.5,4.75,"Upper middle (30,000-50,000)",Village,1,More than 3 Hours,More than 3 Hours,80%-100%,No,4,No,8th,3.11,3.26
vgupta,537!9f@1,a09d54669d8c44eadffd38c88f83dd42b94d1c20591bd0fd6596cc72239bd0c6,Vikram,Gupta,Computer Science and Engineering,Male,5.0,4.67,"Low (Below 15,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,3,Yes,3rd,3.27,3.27
vjain,158!f2@1,6266042c2f6e4b6b9842754f133b66b4b9ef75caa59068acea6f5b37bc56714d,Vikram,Jain,Computer Science and Engineering,Male,4.0,5.0,"Upper middle (30,000-50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,10th,3.47,3.27
vsingh,024!3a@1,80023e8e016ec81870907ee3e9d3c8284ea36df515dd12e63949011dbcb5883c,Vikram,Singh,Computer Science and Engineering,Male,4.3,5.0,"Upper middle (30,000-50,000)",City,4,2-3 Hours,2-3 Hours,60%-79%,No,3,No,10th,3.44,3.27
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rajesh,Singh,Computer Science and Engineering,Male,4.25,5.0,"High (Above 50,000) ",City,3,2-3 Hours,2-3 Hours,60%-79%,Yes,2,No,9th,3.43,3.27
vkumar,2bc!e6@1,03f84da3570a9c36ed9f6bf8ccb1f6e4469f441488f4eb0ce7234271c39e698a,Vivek,Kumar,Computer Science and Engineering,Male,4.25,4.61,"High (Above 50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,8th,3.48,3.27
nmishra,73e!32@1,fe2d3cafacedf829a1bcf76f0c5093bbf95f29c707a43953af678dca33db3d1c,Neha,Mishra,Computer Science and Engineering,Female,4.25,5.0,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,4,No,8th,3.43,3.27
kpatel,4e7!9d@1,fa5722f3d50b131daa364fb8cb1d56aa8743eed142edebd66adb81db97b4e865,Kavita,Patel,Computer Science and Engineering,Female,3.14,4.63,"High (Above 50,000) ",Village,2,2-3 Hours,2-3 Hours,60%-79%,No,4,No,7th,3.47,3.27
pmishra,1a6!96@1,43a3e2e56f247b0f067f7a2bc53456917a624dae73137224392751999d87f604,Priya,Mishra,Computer Science and Engineering,Female,4.5,4.75,"Lower middle (15,000-30,000)",Village,1,More than 3 Hours,More than 3 Hours,80%-100%,No,3,No,10th,3.33,3.28
vpatel,A8f!aa@1,0eeaff7a05dd2a52806ebe1b033d0916ba603e051a2c73c1fe56f4f90d28c685,Vivek,Patel,Computer Science and Engineering,Male,3.67,4.78,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.3,3.3
rmishra,43d!7a@1,1e3af4a490fe524dc604cedce2cabd9ae965dcd582e545bcdf8b0dcde818e31a,Rajesh,Mishra,Computer Science and Engineering,Male,3.83,5.0,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,2-3 Hours,60%-79%,No,2,Yes,2nd,3.3,3.3
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rahul,Jain,Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.31,3.31
kgupta,A9b!4c@1,590eb7d7b4adcaa73c3d6313bfe1a64ff27674cfc52785c81200c1c5cffa15fa,Kavita,Gupta,Computer Science and Engineering,Female,4.75,5.0,"High (Above 50,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.31,3.31
dgupta,114!10@1,85230f28b5377934c5d908c1477edfbf405d3dcbf497228e8c83b03409212e8f,Divya,Gupta,Computer Science and Engineering,Female,4.17,5.0,"Lower middle (15,000-30,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.31,3.31
nverma,878!83@1,557e099b1bfd4baa846f3d3d15081d5cfbbfde29c4274ebdb322e0ae7e7a6c3d,Neha,Verma,Computer Science and Engineering,Female,3.67,4.56,"High (Above 50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.31,3.31
vchoudhary,840!c2@1,3bf4c42bdf52f8a2a5f5ef84a525c5b5ca86427ab44fa77ad541560d42299fe5,Vivek,Choudhary,Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1,More than 3 Hours,More than 3 Hours,80%-100%,No,3,Yes,8th,3.32,3.32
rgupta,E08!18@1,03632429eee720389e149cd862773349f27ef308483a6105591d69a3f38f4b02,Rajesh,Gupta,Computer Science and Engineering,Male,4.08,4.17,"High (Above 50,000) ",Village,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.32,3.32
vgupta,537!9f@1,a09d54669d8c44eadffd38c88f83dd42b94d1c20591bd0fd6596cc72239bd0c6,Vikram,Gupta,Computer Science and Engineering,Male,4.01,4.33,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,2-3 Hours,80%-100%,Yes,2,Yes,4th,2.71,3.33
syadav,52a!6b@1,7cdbca5219132f640c53fa56ce686203fbce00745582f8e2b7be53210ba6aef3,Sunita,Yadav,Computer Science and Engineering,Female,4.0,4.38,"Lower middle (15,000-30,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,9th,3.41,3.33
syadav,52a!6b@1,7cdbca5219132f640c53fa56ce686203fbce00745582f8e2b7be53210ba6aef3,Sneha,Yadav,Computer Science and Engineering,Female,3.58,4.44,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,2-3 Hours,60%-79%,No,2,Yes,8th,3.35,3.33
sverma,A9d!12@1,095a351153c4e98385985886dc0f460288ac353919120cf1aaf2dbf6150058db,Sunita,Verma,Computer Science and Engineering,Female,4.5,4.75,"Lower middle (15,000-30,000)",Village,1,More than 3 Hours,More than 3 Hours,80%-100%,No,4,No,8th,3.55,3.33
achoudhary,670!d1@1,1b6b8ae8705b33b74c349a3925ae7e139194b926839fea4643ff5eb4114ee4d7,Amit,Choudhary,Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,More than 3 Hours,60%-79%,No,3,No,8th,2.86,3.33
akumar,C5c!28@1,6a3675d218862476fba37b4d041f25722f21e6e979c9544bc5a0b72d9eb02122,Amit,Kumar,Computer Science and Engineering,Male,4.33,5.0,"Upper middle (30,000-50,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,4,No,8th,3.4,3.33
ayadav,3a4!dc@1,9c6c1ec57281f3fa0601414b868a46d661fda4f899a1953d46eddbc3c0dc04b0,Anjali,Yadav,Computer Science and Engineering,Female,3.83,4.89,"High (Above 50,000) ",City,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,7th,3.42,3.33
akumar,C5c!28@1,6a3675d218862476fba37b4d041f25722f21e6e979c9544bc5a0b72d9eb02122,Ankit,Kumar,Computer Science and Engineering,Male,3.5,4.61,"Lower middle (15,000-30,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,6th,3.38,3.33
vsharma,221!cb@1,2dcf15f92f4b487d81c5bae7e61cac050467d0cd55e6512444798373f7d202b9,Vikram,Sharma,Computer Science and Engineering,Male,4.0,4.89,"High (Above 50,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,5th,3.4,3.33
pyadav,F0f!1b@1,092f22edb89300db312411d54e4d5e37d252d736e1b2a2c59c3a72d5af80179a,Prakash,Yadav,Computer Science and Engineering,Male,4.25,4.94,"Lower middle (15,000-30,000)",City,4,2-3 Hours,2-3 Hours,60%-79%,No,3,No,5th,3.42,3.33
djain,D99!4d@1,5ddea823c3cbb298ef2ed0d6c123b9fee4bd916f1685a52c797ad04a8dc3b715,Divya,Jain,Computer Science and Engineering,Female,5.0,5.0,"Low (Below 15,000) ",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,5th,3.42,3.33
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rahul,Choudhary,Computer Science and Engineering,Male,4.17,4.89,"Upper middle (30,000-50,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,4,No,3rd,3.42,3.33
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rajesh,Verma,Computer Science and Engineering,Male,4.17,4.95,"High (Above 50,000)",Village,2,2-3 Hours,2-3 Hours,60%-79%,No,4,No,2nd,3.35,3.35
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rahul,Sharma,Computer Science and Engineering,Male,4.5,4.75,"Upper middle (30,000-50,000)",Village,3,More than 3 Hours,More than 3 Hours,80%-100%,No,3,No,8th,3.14,3.37
pchoudhary,24d!79@1,c574c79cf710cd584a4c8f5a9f710323eb536f931958ca4703ff10b9770220ce,Pooja,Choudhary,Computer Science and Engineering,Female,4.08,5.0,"Lower middle (15,000-30,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,4,No,2nd,3.38,3.38
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rajesh,Jain,Computer Science and Engineering,Male,3.75,4.95,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.38,3.38
vchoudhary,840!c2@1,3bf4c42bdf52f8a2a5f5ef84a525c5b5ca86427ab44fa77ad541560d42299fe5,Vivek,Choudhary,Computer Science and Engineering,Male,4.42,4.89,"High (Above 50,000) ",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.38,3.38
vjain,158!f2@1,6266042c2f6e4b6b9842754f133b66b4b9ef75caa59068acea6f5b37bc56714d,Vivek,Jain,Computer Science and Engineering,Male,4.75,4.09,"Lower middle (15,000-30,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,4,No,2nd,3.38,3.38
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rohit,Jain,Computer Science and Engineering,Male,4.25,5.0,"Lower middle (15,000-30,000)",City,3,2-3 Hours,2-3 Hours,60%-79%,No,4,No,2nd,3.38,3.38
skumar,Cdf!a6@1,4c111ca9a631f6bbc4b8758d0a95aa0c01a7ac7c846b2d4931b5d2e99849513f,Sneha,Kumar,Computer Science and Engineering,Female,3.58,5.0,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,2-3 Hours,60%-79%,No,2,Yes,2nd,3.38,3.38
pmishra,1a6!96@1,43a3e2e56f247b0f067f7a2bc53456917a624dae73137224392751999d87f604,Priya,Mishra,Computer Science and Engineering,Female,4.17,4.83,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,2nd,3.38,3.38
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rahul,Sharma,Computer Science and Engineering,Male,3.42,4.68,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,2-3 Hours,60%-79%,No,2,Yes,2nd,3.38,3.38
vchoudhary,840!c2@1,3bf4c42bdf52f8a2a5f5ef84a525c5b5ca86427ab44fa77ad541560d42299fe5,Vikram,Choudhary,Computer Science and Engineering,Male,3.67,4.89,"Low (Below 15,000)",Village,3,0-1 Hour,0-1 Hour,80%-100%,Yes,4,Yes,10th,3.3,3.39
apatel,45a!6d@1,f59cec2e950eea894f5d55d649a56f7685a1504d63ea2843bb959c4258efe2f7,Ankit,Patel,Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,More than 3 Hours,80%-100%,No,4,Yes,7th,3.83,3.39
msharma,Cb6!61@1,a3f7a2afaa739eba28a4ad354c83636541ff2fc7b9ed226985d24bba866bbae4,Meera,Sharma,Computer Science and Engineering,Female,4.5,4.75,"Upper middle (30,000-50,000)",Village,3,More than 3 Hours,More than 3 Hours,80%-100%,No,4,No,8th,3.27,3.43
nmishra,73e!32@1,fe2d3cafacedf829a1bcf76f0c5093bbf95f29c707a43953af678dca33db3d1c,Neha,Mishra,Computer Science and Engineering,Female,4.83,5.0,"High (Above 50,000)",City,2,2-3 Hours,2-3 Hours,80%-100%,No,4,No,11th,3.56,3.44
